,truth,"('num_occur', 'index', 0)","('num_occur', 'score', 0)","('num_occur', 'index', 1)","('num_occur', 'score', 1)","('num_occur', 'index', 2)","('num_occur', 'score', 2)","('num_occur', 'index', 3)","('num_occur', 'score', 3)","('num_occur', 'index', 4)","('num_occur', 'score', 4)","('percentage_of_terms', 'index', 0)","('percentage_of_terms', 'score', 0)","('percentage_of_terms', 'index', 1)","('percentage_of_terms', 'score', 1)","('percentage_of_terms', 'index', 2)","('percentage_of_terms', 'score', 2)","('percentage_of_terms', 'index', 3)","('percentage_of_terms', 'score', 3)","('percentage_of_terms', 'index', 4)","('percentage_of_terms', 'score', 4)","('td-idf', 'index', 0)","('td-idf', 'score', 0)","('td-idf', 'index', 1)","('td-idf', 'score', 1)","('td-idf', 'index', 2)","('td-idf', 'score', 2)","('td-idf', 'index', 3)","('td-idf', 'score', 3)","('td-idf', 'index', 4)","('td-idf', 'score', 4)","('word_order', 'index', 0)","('word_order', 'score', 0)","('word_order', 'index', 1)","('word_order', 'score', 1)","('word_order', 'index', 2)","('word_order', 'score', 2)","('word_order', 'index', 3)","('word_order', 'score', 3)","('word_order', 'index', 4)","('word_order', 'score', 4)"
0,25,10,124,21,50,26,36,9.0,33.0,25.0,11.0,25,1.0,14,0.8,9,0.6,10.0,0.6,19.0,0.6,10,0.019870984375332308,9,0.01698692448461501,25,0.016557162080876413,29.0,0.011368991778888102,18.0,0.011147102687390659,26,17,10.0,12.0,25.0,10.0,2.0,0.0,9.0,0.0
1,25,10,124,21,50,26,36,9.0,33.0,25.0,11.0,25,1.0,14,0.8,9,0.6,10.0,0.6,19.0,0.6,10,0.019870984375332308,9,0.01698692448461501,25,0.016557162080876413,29.0,0.011368991778888102,18.0,0.011147102687390659,26,17,10.0,12.0,25.0,10.0,2.0,0.0,9.0,0.0
2,25,10,124,21,50,26,36,9.0,33.0,25.0,11.0,25,1.0,14,0.8,9,0.6,10.0,0.6,19.0,0.6,10,0.019870984375332308,9,0.01698692448461501,25,0.016557162080876413,29.0,0.011368991778888102,18.0,0.011147102687390659,26,17,10.0,12.0,25.0,10.0,2.0,0.0,9.0,0.0
0,26,26,28,9,27,10,24,21.0,13.0,20.0,5.0,26,1.0,14,0.6,25,0.6,9.0,0.6,10.0,0.6,9,0.018278477501294847,18,0.009092657513386223,22,0.007546444179891611,25.0,0.006581369549213847,26.0,0.006352233495541299,26,25,9.0,5.0,25.0,5.0,10.0,4.0,11.0,0.0
1,26,26,28,9,27,10,24,21.0,13.0,20.0,5.0,26,1.0,14,0.6,25,0.6,9.0,0.6,10.0,0.6,9,0.018278477501294847,18,0.009092657513386223,22,0.007546444179891611,25.0,0.006581369549213847,26.0,0.006352233495541299,26,25,9.0,5.0,25.0,5.0,10.0,4.0,11.0,0.0
2,26,26,28,9,27,10,24,21.0,13.0,20.0,5.0,26,1.0,14,0.6,25,0.6,9.0,0.6,10.0,0.6,9,0.018278477501294847,18,0.009092657513386223,22,0.007546444179891611,25.0,0.006581369549213847,26.0,0.006352233495541299,26,25,9.0,5.0,25.0,5.0,10.0,4.0,11.0,0.0
0,27,14,2418,26,1142,19,1029,21.0,458.0,10.0,436.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,27,0.046818421723372826,6,0.041772387517011185,7,0.037150288059757064,8.0,0.03706025843734834,5.0,0.036764754589483854,21,27,5.0,26.0,12.0,23.0,2.0,16.0,20.0,14.0
1,27,14,2418,26,1142,19,1029,21.0,458.0,10.0,436.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,27,0.046818421723372826,6,0.041772387517011185,7,0.037150288059757064,8.0,0.03706025843734834,5.0,0.036764754589483854,21,27,5.0,26.0,12.0,23.0,2.0,16.0,20.0,14.0
2,27,14,2418,26,1142,19,1029,21.0,458.0,10.0,436.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,27,0.046818421723372826,6,0.041772387517011185,7,0.037150288059757064,8.0,0.03706025843734834,5.0,0.036764754589483854,21,27,5.0,26.0,12.0,23.0,2.0,16.0,20.0,14.0
0,28,2,17,10,13,14,12,1.0,10.0,12.0,7.0,28,1.0,5,0.8,1,0.6,2.0,0.6,3.0,0.6,4,0.003276529307704397,27,0.0021458581171054122,3,0.002006274633520442,1.0,0.0018950435319891952,28.0,0.0018490181874952652,28,19,30.0,12.0,2.0,10.0,3.0,8.0,1.0,5.0
1,28,2,17,10,13,14,12,1.0,10.0,12.0,7.0,28,1.0,5,0.8,1,0.6,2.0,0.6,3.0,0.6,4,0.003276529307704397,27,0.0021458581171054122,3,0.002006274633520442,1.0,0.0018950435319891952,28.0,0.0018490181874952652,28,19,30.0,12.0,2.0,10.0,3.0,8.0,1.0,5.0
2,28,2,17,10,13,14,12,1.0,10.0,12.0,7.0,28,1.0,5,0.8,1,0.6,2.0,0.6,3.0,0.6,4,0.003276529307704397,27,0.0021458581171054122,3,0.002006274633520442,1.0,0.0018950435319891952,28.0,0.0018490181874952652,28,19,30.0,12.0,2.0,10.0,3.0,8.0,1.0,5.0
0,29,14,77,21,57,19,49,2.0,47.0,5.0,43.0,19,1.0,21,1.0,22,1.0,29.0,1.0,9.0,0.8,29,0.0011439070060660966,18,0.001014474103239046,23,0.0009709374063112491,7.0,0.0009098547223235547,5.0,0.0007844113481245106,14,40,19.0,32.0,21.0,18.0,11.0,13.0,9.0,9.0
1,29,14,77,21,57,19,49,2.0,47.0,5.0,43.0,19,1.0,21,1.0,22,1.0,29.0,1.0,9.0,0.8,29,0.0011439070060660966,18,0.001014474103239046,23,0.0009709374063112491,7.0,0.0009098547223235547,5.0,0.0007844113481245106,14,40,19.0,32.0,21.0,18.0,11.0,13.0,9.0,9.0
2,29,14,77,21,57,19,49,2.0,47.0,5.0,43.0,19,1.0,21,1.0,22,1.0,29.0,1.0,9.0,0.8,29,0.0011439070060660966,18,0.001014474103239046,23,0.0009709374063112491,7.0,0.0009098547223235547,5.0,0.0007844113481245106,14,40,19.0,32.0,21.0,18.0,11.0,13.0,9.0,9.0
0,30,19,1029,21,458,10,436,20.0,284.0,11.0,204.0,2,1.0,5,1.0,12,1.0,30.0,1.0,1.0,0.8,18,0.0020207146100199476,4,0.0019152860216710807,3,0.001783464716535824,22.0,0.00167709055197087,13.0,0.001625519501787264,28,19,30.0,15.0,2.0,12.0,3.0,8.0,9.0,7.0
1,30,19,1029,21,458,10,436,20.0,284.0,11.0,204.0,2,1.0,5,1.0,12,1.0,30.0,1.0,1.0,0.8,18,0.0020207146100199476,4,0.0019152860216710807,3,0.001783464716535824,22.0,0.00167709055197087,13.0,0.001625519501787264,28,19,30.0,15.0,2.0,12.0,3.0,8.0,9.0,7.0
2,30,19,1029,21,458,10,436,20.0,284.0,11.0,204.0,2,1.0,5,1.0,12,1.0,30.0,1.0,1.0,0.8,18,0.0020207146100199476,4,0.0019152860216710807,3,0.001783464716535824,22.0,0.00167709055197087,13.0,0.001625519501787264,28,19,30.0,15.0,2.0,12.0,3.0,8.0,9.0,7.0
0,0,26,21,0,15,14,12,19.0,8.0,21.0,8.0,0,1.0,5,0.6666666666666666,9,0.6666666666666666,10.0,0.6666666666666666,20.0,0.6666666666666666,25,0.0045581282768224485,29,0.0021359906658601257,0,0.0017062876761507618,26.0,0.0015671391740700407,18.0,0.0014954802690666923,0,20,5.0,0.0,9.0,0.0,10.0,0.0,20.0,0.0
1,0,26,21,0,15,14,12,19.0,8.0,21.0,8.0,0,1.0,5,0.6666666666666666,9,0.6666666666666666,10.0,0.6666666666666666,20.0,0.6666666666666666,25,0.0045581282768224485,29,0.0021359906658601257,0,0.0017062876761507618,26.0,0.0015671391740700407,18.0,0.0014954802690666923,0,20,5.0,0.0,9.0,0.0,10.0,0.0,20.0,0.0
2,0,26,21,0,15,14,12,19.0,8.0,21.0,8.0,0,1.0,5,0.6666666666666666,9,0.6666666666666666,10.0,0.6666666666666666,20.0,0.6666666666666666,25,0.0045581282768224485,29,0.0021359906658601257,0,0.0017062876761507618,26.0,0.0015671391740700407,18.0,0.0014954802690666923,0,20,5.0,0.0,9.0,0.0,10.0,0.0,20.0,0.0
0,1,29,61,16,46,25,20,2.0,10.0,1.0,5.0,0,1.0,1,1.0,2,1.0,3.0,1.0,4.0,1.0,6,0.004010192676579764,13,0.0014353826185543803,27,0.0013507846733394314,18.0,0.0011895678581903275,4.0,0.0011275034481977885,20,5,21.0,5.0,1.0,4.0,10.0,4.0,2.0,2.0
1,1,29,61,16,46,25,20,2.0,10.0,1.0,5.0,0,1.0,1,1.0,2,1.0,3.0,1.0,4.0,1.0,6,0.004010192676579764,13,0.0014353826185543803,27,0.0013507846733394314,18.0,0.0011895678581903275,4.0,0.0011275034481977885,20,5,21.0,5.0,1.0,4.0,10.0,4.0,2.0,2.0
2,1,29,61,16,46,25,20,2.0,10.0,1.0,5.0,0,1.0,1,1.0,2,1.0,3.0,1.0,4.0,1.0,6,0.004010192676579764,13,0.0014353826185543803,27,0.0013507846733394314,18.0,0.0011895678581903275,4.0,0.0011275034481977885,20,5,21.0,5.0,1.0,4.0,10.0,4.0,2.0,2.0
3,1,29,61,16,46,25,20,2.0,10.0,1.0,5.0,0,1.0,1,1.0,2,1.0,3.0,1.0,4.0,1.0,6,0.004010192676579764,13,0.0014353826185543803,27,0.0013507846733394314,18.0,0.0011895678581903275,4.0,0.0011275034481977885,20,5,21.0,5.0,1.0,4.0,10.0,4.0,2.0,2.0
0,2,14,10,2,5,5,3,1.0,2.0,9.0,2.0,2,1.0,0,0.3333333333333333,1,0.3333333333333333,4.0,0.3333333333333333,5.0,0.3333333333333333,4,0.002748543676502186,9,0.0008636134502670802,1,0.000820993565708445,5.0,0.0007821673646356233,2.0,0.0005536242225556131,2,2,,,,,,,,
1,2,14,10,2,5,5,3,1.0,2.0,9.0,2.0,2,1.0,0,0.3333333333333333,1,0.3333333333333333,4.0,0.3333333333333333,5.0,0.3333333333333333,4,0.002748543676502186,9,0.0008636134502670802,1,0.000820993565708445,5.0,0.0007821673646356233,2.0,0.0005536242225556131,2,2,,,,,,,,
2,2,14,10,2,5,5,3,1.0,2.0,9.0,2.0,2,1.0,0,0.3333333333333333,1,0.3333333333333333,4.0,0.3333333333333333,5.0,0.3333333333333333,4,0.002748543676502186,9,0.0008636134502670802,1,0.000820993565708445,5.0,0.0007821673646356233,2.0,0.0005536242225556131,2,2,,,,,,,,
3,2,14,10,2,5,5,3,1.0,2.0,9.0,2.0,2,1.0,0,0.3333333333333333,1,0.3333333333333333,4.0,0.3333333333333333,5.0,0.3333333333333333,4,0.002748543676502186,9,0.0008636134502670802,1,0.000820993565708445,5.0,0.0007821673646356233,2.0,0.0005536242225556131,2,2,,,,,,,,
0,3,14,29,26,17,2,14,5.0,9.0,24.0,8.0,0,1.0,3,1.0,16,1.0,17.0,1.0,20.0,1.0,3,0.002459583386489032,16,0.0024365658949042418,17,0.002082915759300998,4.0,0.0017278742054369375,20.0,0.0010145011352008756,3,2,2.0,1.0,9.0,1.0,16.0,1.0,0.0,0.0
1,3,14,29,26,17,2,14,5.0,9.0,24.0,8.0,0,1.0,3,1.0,16,1.0,17.0,1.0,20.0,1.0,3,0.002459583386489032,16,0.0024365658949042418,17,0.002082915759300998,4.0,0.0017278742054369375,20.0,0.0010145011352008756,3,2,2.0,1.0,9.0,1.0,16.0,1.0,0.0,0.0
2,3,14,29,26,17,2,14,5.0,9.0,24.0,8.0,0,1.0,3,1.0,16,1.0,17.0,1.0,20.0,1.0,3,0.002459583386489032,16,0.0024365658949042418,17,0.002082915759300998,4.0,0.0017278742054369375,20.0,0.0010145011352008756,3,2,2.0,1.0,9.0,1.0,16.0,1.0,0.0,0.0
3,3,14,29,26,17,2,14,5.0,9.0,24.0,8.0,0,1.0,3,1.0,16,1.0,17.0,1.0,20.0,1.0,3,0.002459583386489032,16,0.0024365658949042418,17,0.002082915759300998,4.0,0.0017278742054369375,20.0,0.0010145011352008756,3,2,2.0,1.0,9.0,1.0,16.0,1.0,0.0,0.0
0,4,0,2,30,2,1,1,4.0,1.0,5.0,1.0,4,1.0,7,0.6666666666666666,16,0.6666666666666666,19.0,0.6666666666666666,1.0,0.3333333333333333,4,0.005928104241062807,16,0.002734219202094476,30,0.0018808578837857302,7.0,0.0011218847850612552,0.0,0.000847895459124621,4,2,16.0,0.0,19.0,0.0,7.0,0.0,,
1,4,0,2,30,2,1,1,4.0,1.0,5.0,1.0,4,1.0,7,0.6666666666666666,16,0.6666666666666666,19.0,0.6666666666666666,1.0,0.3333333333333333,4,0.005928104241062807,16,0.002734219202094476,30,0.0018808578837857302,7.0,0.0011218847850612552,0.0,0.000847895459124621,4,2,16.0,0.0,19.0,0.0,7.0,0.0,,
2,4,0,2,30,2,1,1,4.0,1.0,5.0,1.0,4,1.0,7,0.6666666666666666,16,0.6666666666666666,19.0,0.6666666666666666,1.0,0.3333333333333333,4,0.005928104241062807,16,0.002734219202094476,30,0.0018808578837857302,7.0,0.0011218847850612552,0.0,0.000847895459124621,4,2,16.0,0.0,19.0,0.0,7.0,0.0,,
3,4,0,2,30,2,1,1,4.0,1.0,5.0,1.0,4,1.0,7,0.6666666666666666,16,0.6666666666666666,19.0,0.6666666666666666,1.0,0.3333333333333333,4,0.005928104241062807,16,0.002734219202094476,30,0.0018808578837857302,7.0,0.0011218847850612552,0.0,0.000847895459124621,4,2,16.0,0.0,19.0,0.0,7.0,0.0,,
0,5,14,59,5,28,0,24,20.0,21.0,7.0,14.0,2,1.0,5,1.0,7,1.0,10.0,1.0,11.0,1.0,5,0.0026367139539482335,7,0.0026302053347530786,23,0.002522019948061678,20.0,0.002001752431918256,0.0,0.0019120184728361527,5,4,7.0,1.0,11.0,1.0,12.0,1.0,0.0,0.0
1,5,14,59,5,28,0,24,20.0,21.0,7.0,14.0,2,1.0,5,1.0,7,1.0,10.0,1.0,11.0,1.0,5,0.0026367139539482335,7,0.0026302053347530786,23,0.002522019948061678,20.0,0.002001752431918256,0.0,0.0019120184728361527,5,4,7.0,1.0,11.0,1.0,12.0,1.0,0.0,0.0
2,5,14,59,5,28,0,24,20.0,21.0,7.0,14.0,2,1.0,5,1.0,7,1.0,10.0,1.0,11.0,1.0,5,0.0026367139539482335,7,0.0026302053347530786,23,0.002522019948061678,20.0,0.002001752431918256,0.0,0.0019120184728361527,5,4,7.0,1.0,11.0,1.0,12.0,1.0,0.0,0.0
3,5,14,59,5,28,0,24,20.0,21.0,7.0,14.0,2,1.0,5,1.0,7,1.0,10.0,1.0,11.0,1.0,5,0.0026367139539482335,7,0.0026302053347530786,23,0.002522019948061678,20.0,0.002001752431918256,0.0,0.0019120184728361527,5,4,7.0,1.0,11.0,1.0,12.0,1.0,0.0,0.0
0,6,5,248,12,214,9,145,1.0,140.0,26.0,105.0,6,1.0,20,1.0,23,1.0,0.0,0.6666666666666666,2.0,0.6666666666666666,6,0.006263062850131866,24,0.0042352082634896345,23,0.0013420848964568284,13.0,0.0010679814415261162,17.0,0.000992307327955123,2,2,6.0,2.0,0.0,0.0,7.0,0.0,10.0,0.0
1,6,5,248,12,214,9,145,1.0,140.0,26.0,105.0,6,1.0,20,1.0,23,1.0,0.0,0.6666666666666666,2.0,0.6666666666666666,6,0.006263062850131866,24,0.0042352082634896345,23,0.0013420848964568284,13.0,0.0010679814415261162,17.0,0.000992307327955123,2,2,6.0,2.0,0.0,0.0,7.0,0.0,10.0,0.0
2,6,5,248,12,214,9,145,1.0,140.0,26.0,105.0,6,1.0,20,1.0,23,1.0,0.0,0.6666666666666666,2.0,0.6666666666666666,6,0.006263062850131866,24,0.0042352082634896345,23,0.0013420848964568284,13.0,0.0010679814415261162,17.0,0.000992307327955123,2,2,6.0,2.0,0.0,0.0,7.0,0.0,10.0,0.0
3,6,5,248,12,214,9,145,1.0,140.0,26.0,105.0,6,1.0,20,1.0,23,1.0,0.0,0.6666666666666666,2.0,0.6666666666666666,6,0.006263062850131866,24,0.0042352082634896345,23,0.0013420848964568284,13.0,0.0010679814415261162,17.0,0.000992307327955123,2,2,6.0,2.0,0.0,0.0,7.0,0.0,10.0,0.0
0,7,14,77,21,57,19,49,2.0,47.0,5.0,43.0,6,1.0,7,1.0,24,1.0,0.0,0.6666666666666666,4.0,0.6666666666666666,29,0.0011439070060660966,18,0.001014474103239046,7,0.0009098547223235547,5.0,0.0007844113481245106,21.0,0.0007406495421180015,7,2,6.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
1,7,14,77,21,57,19,49,2.0,47.0,5.0,43.0,6,1.0,7,1.0,24,1.0,0.0,0.6666666666666666,4.0,0.6666666666666666,29,0.0011439070060660966,18,0.001014474103239046,7,0.0009098547223235547,5.0,0.0007844113481245106,21.0,0.0007406495421180015,7,2,6.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
2,7,14,77,21,57,19,49,2.0,47.0,5.0,43.0,6,1.0,7,1.0,24,1.0,0.0,0.6666666666666666,4.0,0.6666666666666666,29,0.0011439070060660966,18,0.001014474103239046,7,0.0009098547223235547,5.0,0.0007844113481245106,21.0,0.0007406495421180015,7,2,6.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
0,8,14,1331,19,814,2,475,10.0,409.0,21.0,351.0,8,1.0,0,0.6666666666666666,12,0.6666666666666666,20.0,0.6666666666666666,23.0,0.6666666666666666,8,0.007109899773549884,23,0.0017172659246865699,20,0.0006490529155926417,12.0,0.0005818480852605693,0.0,0.0005424626949812425,8,2,0.0,0.0,12.0,0.0,20.0,0.0,23.0,0.0
1,8,14,1331,19,814,2,475,10.0,409.0,21.0,351.0,8,1.0,0,0.6666666666666666,12,0.6666666666666666,20.0,0.6666666666666666,23.0,0.6666666666666666,8,0.007109899773549884,23,0.0017172659246865699,20,0.0006490529155926417,12.0,0.0005818480852605693,0.0,0.0005424626949812425,8,2,0.0,0.0,12.0,0.0,20.0,0.0,23.0,0.0
2,8,14,1331,19,814,2,475,10.0,409.0,21.0,351.0,8,1.0,0,0.6666666666666666,12,0.6666666666666666,20.0,0.6666666666666666,23.0,0.6666666666666666,8,0.007109899773549884,23,0.0017172659246865699,20,0.0006490529155926417,12.0,0.0005818480852605693,0.0,0.0005424626949812425,8,2,0.0,0.0,12.0,0.0,20.0,0.0,23.0,0.0
0,9,10,28,26,17,2,14,12.0,11.0,14.0,11.0,9,1.0,0,0.6666666666666666,2,0.6666666666666666,10.0,0.6666666666666666,11.0,0.6666666666666666,4,0.002962513556544745,16,0.0013663999692619477,30,0.0011866104996222178,28.0,0.0010792684023315068,10.0,0.0010142430165942103,9,2,0.0,0.0,2.0,0.0,10.0,0.0,11.0,0.0
1,9,10,28,26,17,2,14,12.0,11.0,14.0,11.0,9,1.0,0,0.6666666666666666,2,0.6666666666666666,10.0,0.6666666666666666,11.0,0.6666666666666666,4,0.002962513556544745,16,0.0013663999692619477,30,0.0011866104996222178,28.0,0.0010792684023315068,10.0,0.0010142430165942103,9,2,0.0,0.0,2.0,0.0,10.0,0.0,11.0,0.0
2,9,10,28,26,17,2,14,12.0,11.0,14.0,11.0,9,1.0,0,0.6666666666666666,2,0.6666666666666666,10.0,0.6666666666666666,11.0,0.6666666666666666,4,0.002962513556544745,16,0.0013663999692619477,30,0.0011866104996222178,28.0,0.0010792684023315068,10.0,0.0010142430165942103,9,2,0.0,0.0,2.0,0.0,10.0,0.0,11.0,0.0
0,10,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,10,1.0,9,0.6666666666666666,11,0.6666666666666666,14.0,0.6666666666666666,19.0,0.6666666666666666,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,4,10.0,2.0,11.0,2.0,9.0,0.0,19.0,0.0
1,10,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,10,1.0,9,0.6666666666666666,11,0.6666666666666666,14.0,0.6666666666666666,19.0,0.6666666666666666,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,4,10.0,2.0,11.0,2.0,9.0,0.0,19.0,0.0
2,10,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,10,1.0,9,0.6666666666666666,11,0.6666666666666666,14.0,0.6666666666666666,19.0,0.6666666666666666,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,4,10.0,2.0,11.0,2.0,9.0,0.0,19.0,0.0
0,11,11,16,24,1,26,1,,,,,11,1.0,24,0.3333333333333333,26,0.3333333333333333,,,,,11,0.014403961736961695,24,0.0010595865539946407,26,0.0004174961822698248,,,,,11,3,,,,,,,,
1,11,11,16,24,1,26,1,,,,,11,1.0,24,0.3333333333333333,26,0.3333333333333333,,,,,11,0.014403961736961695,24,0.0010595865539946407,26,0.0004174961822698248,,,,,11,3,,,,,,,,
2,11,11,16,24,1,26,1,,,,,11,1.0,24,0.3333333333333333,26,0.3333333333333333,,,,,11,0.014403961736961695,24,0.0010595865539946407,26,0.0004174961822698248,,,,,11,3,,,,,,,,
0,12,2,4,12,3,5,1,15.0,1.0,,,2,0.6666666666666666,12,0.6666666666666666,5,0.3333333333333333,15.0,0.3333333333333333,,,15,0.002990052577729047,12,0.0015308353017714584,2,0.000955252668457108,5.0,0.0005623304820364775,,,2,2,12.0,2.0,5.0,0.0,15.0,0.0,,
1,12,2,4,12,3,5,1,15.0,1.0,,,2,0.6666666666666666,12,0.6666666666666666,5,0.3333333333333333,15.0,0.3333333333333333,,,15,0.002990052577729047,12,0.0015308353017714584,2,0.000955252668457108,5.0,0.0005623304820364775,,,2,2,12.0,2.0,5.0,0.0,15.0,0.0,,
2,12,2,4,12,3,5,1,15.0,1.0,,,2,0.6666666666666666,12,0.6666666666666666,5,0.3333333333333333,15.0,0.3333333333333333,,,15,0.002990052577729047,12,0.0015308353017714584,2,0.000955252668457108,5.0,0.0005623304820364775,,,2,2,12.0,2.0,5.0,0.0,15.0,0.0,,
0,13,14,1331,19,814,10,409,21.0,351.0,20.0,255.0,13,1.0,1,0.6666666666666666,2,0.6666666666666666,0.0,0.3333333333333333,3.0,0.3333333333333333,1,0.0030286326308108596,13,0.0028684466491074563,2,0.0013615408253878805,26.0,-5.16793924266632e-06,25.0,-8.589310977665943e-06,13,2,1.0,0.0,2.0,0.0,,,,
1,13,14,1331,19,814,10,409,21.0,351.0,20.0,255.0,13,1.0,1,0.6666666666666666,2,0.6666666666666666,0.0,0.3333333333333333,3.0,0.3333333333333333,1,0.0030286326308108596,13,0.0028684466491074563,2,0.0013615408253878805,26.0,-5.16793924266632e-06,25.0,-8.589310977665943e-06,13,2,1.0,0.0,2.0,0.0,,,,
2,13,14,1331,19,814,10,409,21.0,351.0,20.0,255.0,13,1.0,1,0.6666666666666666,2,0.6666666666666666,0.0,0.3333333333333333,3.0,0.3333333333333333,1,0.0030286326308108596,13,0.0028684466491074563,2,0.0013615408253878805,26.0,-5.16793924266632e-06,25.0,-8.589310977665943e-06,13,2,1.0,0.0,2.0,0.0,,,,
0,14,26,1142,19,1029,21,458,2.0,446.0,10.0,436.0,14,1.0,20,1.0,0,0.6666666666666666,9.0,0.6666666666666666,19.0,0.6666666666666666,20,0.0007614395998926139,14,0.0002808883452170597,15,-6.601463130056997e-06,6.0,-1.2191803777748856e-05,9.0,-1.468709595680128e-05,14,11,19.0,4.0,9.0,1.0,20.0,1.0,22.0,1.0
1,14,26,1142,19,1029,21,458,2.0,446.0,10.0,436.0,14,1.0,20,1.0,0,0.6666666666666666,9.0,0.6666666666666666,19.0,0.6666666666666666,20,0.0007614395998926139,14,0.0002808883452170597,15,-6.601463130056997e-06,6.0,-1.2191803777748856e-05,9.0,-1.468709595680128e-05,14,11,19.0,4.0,9.0,1.0,20.0,1.0,22.0,1.0
2,14,26,1142,19,1029,21,458,2.0,446.0,10.0,436.0,14,1.0,20,1.0,0,0.6666666666666666,9.0,0.6666666666666666,19.0,0.6666666666666666,20,0.0007614395998926139,14,0.0002808883452170597,15,-6.601463130056997e-06,6.0,-1.2191803777748856e-05,9.0,-1.468709595680128e-05,14,11,19.0,4.0,9.0,1.0,20.0,1.0,22.0,1.0
0,15,15,7,20,7,17,6,14.0,4.0,19.0,3.0,15,1.0,1,0.6666666666666666,2,0.6666666666666666,23.0,0.6666666666666666,30.0,0.6666666666666666,15,0.012645562763237278,17,0.00775133219079783,8,0.003446349424262247,4.0,0.003276529307704397,20.0,0.0024073378597423596,15,2,23.0,2.0,1.0,0.0,2.0,0.0,30.0,0.0
1,15,15,7,20,7,17,6,14.0,4.0,19.0,3.0,15,1.0,1,0.6666666666666666,2,0.6666666666666666,23.0,0.6666666666666666,30.0,0.6666666666666666,15,0.012645562763237278,17,0.00775133219079783,8,0.003446349424262247,4.0,0.003276529307704397,20.0,0.0024073378597423596,15,2,23.0,2.0,1.0,0.0,2.0,0.0,30.0,0.0
2,15,15,7,20,7,17,6,14.0,4.0,19.0,3.0,15,1.0,1,0.6666666666666666,2,0.6666666666666666,23.0,0.6666666666666666,30.0,0.6666666666666666,15,0.012645562763237278,17,0.00775133219079783,8,0.003446349424262247,4.0,0.003276529307704397,20.0,0.0024073378597423596,15,2,23.0,2.0,1.0,0.0,2.0,0.0,30.0,0.0
0,16,21,7,2,5,9,3,16.0,3.0,23.0,3.0,16,1.0,0,0.3333333333333333,2,0.3333333333333333,3.0,0.3333333333333333,5.0,0.3333333333333333,16,0.007309697684712726,18,0.0055735513436953295,17,0.002082915759300998,23.0,0.0016022177293956753,21.0,0.0009942996302151254,16,3,,,,,,,,
1,16,21,7,2,5,9,3,16.0,3.0,23.0,3.0,16,1.0,0,0.3333333333333333,2,0.3333333333333333,3.0,0.3333333333333333,5.0,0.3333333333333333,16,0.007309697684712726,18,0.0055735513436953295,17,0.002082915759300998,23.0,0.0016022177293956753,21.0,0.0009942996302151254,16,3,,,,,,,,
2,16,21,7,2,5,9,3,16.0,3.0,23.0,3.0,16,1.0,0,0.3333333333333333,2,0.3333333333333333,3.0,0.3333333333333333,5.0,0.3333333333333333,16,0.007309697684712726,18,0.0055735513436953295,17,0.002082915759300998,23.0,0.0016022177293956753,21.0,0.0009942996302151254,16,3,,,,,,,,
0,17,14,1331,19,814,2,475,10.0,409.0,21.0,351.0,10,1.0,17,1.0,0,0.6666666666666666,1.0,0.6666666666666666,2.0,0.6666666666666666,26,-5.16793924266632e-06,25,-8.589310977665943e-06,30,-1.397956898129717e-05,18.0,-1.4794891156484228e-05,0.0,-1.4854772781541875e-05,17,2,10.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0
1,17,14,1331,19,814,2,475,10.0,409.0,21.0,351.0,10,1.0,17,1.0,0,0.6666666666666666,1.0,0.6666666666666666,2.0,0.6666666666666666,26,-5.16793924266632e-06,25,-8.589310977665943e-06,30,-1.397956898129717e-05,18.0,-1.4794891156484228e-05,0.0,-1.4854772781541875e-05,17,2,10.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0
2,17,14,1331,19,814,2,475,10.0,409.0,21.0,351.0,10,1.0,17,1.0,0,0.6666666666666666,1.0,0.6666666666666666,2.0,0.6666666666666666,26,-5.16793924266632e-06,25,-8.589310977665943e-06,30,-1.397956898129717e-05,18.0,-1.4794891156484228e-05,0.0,-1.4854772781541875e-05,17,2,10.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0
